web-scraper-order,web-scraper-start-url,Pagination,Link,Link-href,Brand,Model,Price,Mileage,transmission,Buildyear,fuel type,power,seller,condition,doors,chairs,driveline,apk
"1654879658-428","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","McLaren 720S Spider 4.0 V8 530kW/720pk SSG7 Performance MSO Ful","https://www.autoscout24.nl/aanbod/mclaren-720s-spider-4-0-v8-530kw-720pk-ssg7-performance-mso-ful-benzine-grijs-eb1ed3f1-8919-48d6-9ef0-0735f42d74cf","McLaren","720S","€ 369.720,-","6.970 km","Automatisch","05/2020","Benzine","530 kW (721 PK)","Autobedrijf","Gebruikt","2","2","Achter","null"
"1654879441-408","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","BMW M4 Coupé 495PK 20"" CarbonParkeerhulp met camera, Stuurwielverwarming, Sportstoelen, Bochtverlichting, Alarm, Keyless Entry, Regensensor, Zij-airbags","https://www.autoscout24.nl/aanbod/bmw-m4-coupe-495pk-20-carbon-benzine-wit-ebd19218-d6b3-47ef-9900-55c895875504","BMW","M4","€ 49.900,-","72.924 km","Automatisch","02/2017","Benzine","318 kW (432 PK)","Autobedrijf","Gebruikt","2","4","Achter","02/2023"
"1654878942-362","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Porsche Taycan Performance 84 kWh Luchtvering Bose Warmtepomp 20""","https://www.autoscout24.nl/aanbod/porsche-taycan-performance-84-kwh-luchtvering-bose-warmtepomp-20-elektrisch-rood-3d82024a-69c6-4048-b47d-e95c0fec3c0f","Porsche","Taycan","null","27.575 km","Automatisch","05/2021","Elektrisch","240 kW (326 PK)","Autobedrijf","Gebruikt","4","4","Achter","Nieuw"
"1654878828-352","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Audi A3 Sportback (incl. BTW) 1.4 e-tron 204pk S-Tronic ViGeheel digitaal combi-instrument, Multifunctioneel stuurwiel, LED verlichting, Zij-airbags, Stoelverwarming, Lane Departure Warning Systeem, Bandenspanningscontrolesysteem, Cruise Control","https://www.autoscout24.nl/aanbod/audi-a3-sportback-incl-btw-1-4-e-tron-204pk-s-tronic-vi-elektro-benzine-zwart-9da54856-64f9-4878-8516-589508d8e963","Audi","A3","€ 24.949,-1","86.713 km","Automatisch","12/2016","Elektro/Benzine","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","Nieuw"
"1654880825-534","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Alfa Romeo MiTo 1.4 T Distinctive Sport Automaat (XENON, CLIMATE CSpoiler, Airbag bestuurder, Lendensteun, Climate Control, Zij-airbags, Stuurbekrachtiging, Sportstoelen, Radio","https://www.autoscout24.nl/aanbod/alfa-romeo-mito-1-4-t-distinctive-sport-automaat-xenon-climate-c-benzine-zwart-0d27608f-0ec7-42e2-90b3-335941e12279","Alfa Romeo","MiTo","€ 10.945,-","87.039 km","Automatisch","09/2012","Benzine","99 kW (135 PK)","Autobedrijf","Gebruikt","3","4","Voor","Nieuw"
"1654878817-351","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Audi e-tron Sportback S quattro 503PK S-Line Pano & B&OSportstoelen, Elektrische stoelverstelling, Keyless Entry, 4x4, Navigatiesysteem, Alarm, Verblindingsvrij grootlicht, Schakelflippers","https://www.autoscout24.nl/aanbod/audi-e-tron-sportback-s-quattro-503pk-s-line-pano-b-o-elektrisch-wit-80b11809-e3ef-4b0b-b249-2e37fbec3fa7","Audi","e-tron","€ 98.999,-1","7.010 km","Automatisch","12/2020","Elektrisch","370 kW (503 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654880445-500","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","BMW X2 M M35i High M-Sport / pano / hud / Camera","https://www.autoscout24.nl/aanbod/bmw-x2-m-m35i-high-m-sport-pano-hud-camera-benzine-zwart-59cc8818-22b5-46e7-84f5-e4f5059cbbc8","BMW","X2 M","€ 48.990,-1","49.000 km","Automatisch","05/2019","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","5","5","4x4","null"
"1654878539-325","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Mercedes-Benz GLA 35 AMG 4MATIC 306PK | Pano | Night | Sfeer | AR | Garanti","https://www.autoscout24.nl/aanbod/mercedes-benz-gla-35-amg-4matic-306pk-pano-night-sfeer-ar-garanti-benzine-zwart-791e66c6-fca9-4de7-a781-263b59c0a892","Mercedes-Benz","GLA 35 AMG","€ 77.980,-1","11.042 km","Automatisch","03/2021","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","5","5","Voor","null"
"1654880767-530","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Polestar 2 78kWh Long Range Dual Motor | Excl. BTW = 62.900 ITrekhaak, Standkachel, Stuurwielverwarming, Keyless Entry, Elektrische achterklep, Adaptieve Cruise Control, Lendensteun, Stuurbekrachtiging","https://www.autoscout24.nl/aanbod/polestar-2-78kwh-long-range-dual-motor-excl-btw-62-900-i-elektrisch-wit-0ca8eae8-7e85-4c65-85c7-a194985e34a9","Polestar","2","€ 51.983,-1","1.666 km","Automatisch","07/2021","Elektrisch","300 kW (408 PK)","Autobedrijf","Gebruikt","5","5","4x4","07/2025"
"1654881540-599","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","BMW M4 Cabrio Competition LCI Head-up 360-camera Carbon DHead-up display, Digitale radio-ontvangst, Airbag passagier, Spraakbediening, Grootlichtassistent, Alarm, Centrale vergrendeling, Bochtverlichting","https://www.autoscout24.nl/aanbod/bmw-m4-cabrio-competition-lci-head-up-360-camera-carbon-d-benzine-zwart-a8905fa9-3d3a-4691-a0cf-0bbf468a35a8","BMW","M4","€ 69.900,-","58.559 km","Automatisch","07/2017","Benzine","332 kW (451 PK)","Autobedrijf","Gebruikt","2","4","Achter","04/2023"
"1654877833-260","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Volkswagen Golf GTE Hybrid Aut. Trekhaak | Navi | Camera | LeerUw vakgarage sinds 1950, Eerlijk en deskundig advies.","https://www.autoscout24.nl/aanbod/volkswagen-golf-gte-hybrid-aut-trekhaak-navi-camera-leer-elektro-benzine-wit-1b515bc8-c0a1-4fde-8c53-818fb2c2af83","Volkswagen","Golf GTE","€ 17.795,-","140.875 km","Automatisch","01/2015","Elektro/Benzine","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","01/2023"
"1654881457-592","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Lamborghini Gallardo 5.0 V10 Spyder","https://www.autoscout24.nl/aanbod/lamborghini-gallardo-5-0-v10-spyder-benzine-oranje-fde9d2ca-81dc-4238-a136-a36a4fe695bb","Lamborghini","Gallardo","€ 91.500,-","83.828 km","Half/Semi-automaat","08/2006","Benzine","382 kW (519 PK)","Autobedrijf","Gebruikt","2","2","4x4","Nieuw"
"1654878071-282","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Mercedes-Benz AMG GT 4.0 S Panorama Burmester Vol","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-0-s-panorama-burmester-vol-benzine-zwart-7156be05-3887-4d8b-936c-d40a1c7d36cd","Mercedes-Benz","AMG GT","€ 129.500,-1","3.478 km","Automatisch","01/2016","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","2","2","Achter","Nieuw"
"1654880269-484","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","BMW X5 M Head-Up Display | Harman Kardon | Panorama | Elek.Head-up display, Bochtverlichting, Airbag passagier, Elektrische stoelverstelling, Digitale radio-ontvangst, Dakrails, Parkeerhulp automatisch, Mistlampen","https://www.autoscout24.nl/aanbod/bmw-x5-m-head-up-display-harman-kardon-panorama-elek-benzine-grijs-9e3bf822-9645-415d-956e-4f045d506006","BMW","X5 M","€ 54.750,-","142.427 km","Automatisch","08/2015","Benzine","424 kW (576 PK)","Autobedrijf","Gebruikt","5","5","4x4","null"
"1654879876-448","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Mercedes-Benz C 63 AMG S Cabriolet BURMESTER/ PERFORMANCE/ HEAD-UP/ 360/Sportstoelen, LED verlichting, Bandenspanningscontrolesysteem, Zij-airbags, Adaptieve Cruise Control, Airbag passagier, Climate Control, Spraakbediening","https://www.autoscout24.nl/aanbod/mercedes-benz-c-63-amg-s-cabriolet-burmester-performance-head-up-360-benzine-zwart-7a6fc5bb-94cd-4d24-a874-99b0d1981e5b","Mercedes-Benz","C 63 AMG","€ 75.995,-","26.138 km","Automatisch","08/2017","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","2","4","Achter","04/2024"
"1654879523-416","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Jeep Cherokee 4.0i Sport Automaat/4x4/Airco/Youngtimer.Lederen stuurwiel, Getinte ramen, Radio, Centrale vergrendeling, Armsteun, Airconditioning, Elektrische ramen, Lichtmetalen velgen","https://www.autoscout24.nl/aanbod/jeep-cherokee-4-0i-sport-automaat-4x4-airco-youngtimer-benzine-rood-7237841d-7043-42ba-b71f-6e283f6fddde","Jeep","Cherokee","€ 16.945,-","178.418 km","Automatisch","09/1999","Benzine","131 kW (178 PK)","Autobedrijf","Gebruikt","5","null","null","Nieuw"
"1654881530-598","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","BMW Z4 M Coupé 3.2 M Xenon, Navigatie, Stoelverwarming, M-SSportstoelen, Xenon verlichting, Airconditioning, Climate Control, Navigatiesysteem, Multifunctioneel stuurwiel, Centrale deurvergrendeling met afstandsbediening, Boordcomputer","https://www.autoscout24.nl/aanbod/bmw-z4-m-coupe-3-2-m-xenon-navigatie-stoelverwarming-m-s-benzine-bruin-8f51a6b8-56c7-480b-9281-2803d8d6d6d4","BMW","Z4 M","€ 49.950,-","149.502 km","Handgeschakeld","11/2008","Benzine","252 kW (343 PK)","Autobedrijf","Gebruikt","3","2","Achter","null"
"1654881509-597","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Mercedes-Benz AMG GT 4-Door Coupe 53 4MATIC+ Facelift 2022 model | Desi","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-door-coupe-53-4matic-facelift-2022-model-desi-benzine-grijs-2d7d8b94-8df9-4aef-97a8-52bc5f289bcf","Mercedes-Benz","AMG GT","€ 177.850,-1","8.000 km","Automatisch","01/2021","Benzine","320 kW (435 PK)","Autobedrijf","Gebruikt","5","4","4x4","null"
"1654879203-386","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","BMW 330 Cabrio 330Ci | Leder | Hardtop | PDC | UniekStoelverwarming, Traction Control, Sportonderstel, Elektrische ramen, Alarm, Parkeerhulp achter, Climate Control, Lichtmetalen velgen","https://www.autoscout24.nl/aanbod/bmw-330-cabrio-330ci-leder-hardtop-pdc-uniek-benzine-blauw-d5ff7113-167d-4d25-9a42-07cfccaa01b3","BMW","330","€ 9.650,-","234.726 km","Handgeschakeld","11/2000","Benzine","171 kW (232 PK)","Autobedrijf","Gebruikt","2","4","Achter","11/2022"
"1654879035-371","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Audi A8 60 TFSI e quattro, B&O, Panorama, Massage, Matrix,Panorama dak, Digitale radio-ontvangst, Start/Stop-systeem, Stoelventilatie, Bochtverlichting, Verblindingsvrij grootlicht, Standkachel, Parkeerhulp automatisch","https://www.autoscout24.nl/aanbod/audi-a8-60-tfsi-e-quattro-b-o-panorama-massage-matrix-elektro-benzine-zwart-a8af3e75-19f2-4a8e-a08b-8f3c99ad1279","Audi","A8","€ 87.950,-1","26.799 km","Automatisch","01/2021","Elektro/Benzine","330 kW (449 PK)","Autobedrijf","Gebruikt","4","5","4x4","null"
"1654878601-331","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Ferrari F12 6.3 Berlinetta HELE Keramisch - Navi - Carbon","https://www.autoscout24.nl/aanbod/ferrari-f12-6-3-berlinetta-hele-keramisch-navi-carbon-benzine-rood-32543a13-5850-4344-8c6f-f004b6144249","Ferrari","F12","€ 197.500,-","63.880 km","Automatisch","03/2013","Benzine","541 kW (736 PK)","Autobedrijf","Gebruikt","3","2","Achter","Nieuw"
"1654879502-414","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Subaru Impreza 2.5 WRX STI HB 330 PK *83.000 km*4x4, Airbag bestuurder, Xenon verlichting, Climate Control, Lichtmetalen velgen, Elektrische ramen, Alarm, Airconditioning","https://www.autoscout24.nl/aanbod/subaru-impreza-2-5-wrx-sti-hb-330-pk-83-000-km-benzine-grijs-a1c7a813-882b-4481-9365-065290f16382","Subaru","Impreza","€ 23.900,-","83.536 km","Handgeschakeld","09/2008","Benzine","221 kW (300 PK)","Autobedrijf","Gebruikt","5","5","4x4","12/2022"
"1654877905-267","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz C 63 AMG S 510PK | NL Auto| Pano-dak | Burmeister | Leder/aSportstoelen, Climate Control, Panorama dak, Sportonderstel, Bandenspanningscontrolesysteem, Electronic Stability Program, Stoelverwarming, Navigatiesysteem","https://www.autoscout24.nl/aanbod/mercedes-benz-c-63-amg-s-510pk-nl-auto-pano-dak-burmeister-leder-a-benzine-zwart-1f6116dd-a59d-4861-bfa8-134c7ba62b89","Mercedes-Benz","C 63 AMG","€ 56.940,-","71.556 km","Automatisch","06/2017","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","4","5","Achter","null"
"1654879803-441","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Mercedes-Benz CL 500 | Special EditionRegensensor, Alarm, Climate Control, Traction Control, Stoelverwarming, Zij-airbags, Open dak, Xenon verlichting","https://www.autoscout24.nl/aanbod/mercedes-benz-cl-500-special-edition-benzine-groen-ee5bb08f-e00e-4814-b2da-fda9c3bdfd60","Mercedes-Benz","CL 500","€ 29.950,-","181.616 km","Automatisch","03/2010","Benzine","285 kW (387 PK)","Autobedrijf","Gebruikt","2","4","Achter","Nieuw"
"1654881126-561","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","Audi e-tron 55 Quattro S line € 89.950 incl. BTW 8% tot 12-202Stoelventilatie, Bochtverlichting, Panorama dak, Elektrische stoelverstelling, Getinte ramen, Alarm, Lane Departure Warning Systeem, Airconditioning","https://www.autoscout24.nl/aanbod/audi-e-tron-55-quattro-s-line--89-950-incl-btw-8-tot-12-202-elektrisch-grijs-cf662ac2-b88d-45c8-bf2e-7636700e0acd","Audi","e-tron","€ 89.950,-1","24.852 km","Automatisch","11/2020","Elektrisch","300 kW (408 PK)","Autobedrijf","Gebruikt","5","5","4x4","null"
"1654878174-292","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Mercedes-Benz S 63 AMG Cabriolet 4Matic cabrio carbon *66.516km*Sportonderstel, Stoelventilatie, Lane Departure Warning Systeem, Parkeerhulp voor, Wind deflector, 4x4, Stuurwielverwarming, Airbag bestuurder","https://www.autoscout24.nl/aanbod/mercedes-benz-s-63-amg-cabriolet-4matic-cabrio-carbon-66-516km-benzine-zwart-d6a72324-bb30-461c-81fb-d392fe60b14d","Mercedes-Benz","S 63 AMG","€ 124.950,-","66.516 km","Automatisch","10/2016","Benzine","430 kW (585 PK)","Autobedrijf","Gebruikt","2","4","4x4","Nieuw"
"1654879689-431","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","Audi A4 Cabriolet 2.4 V6 Exclusive .,Airco ,Cruise ,Leer ,Xenon verlichting, Hoofd airbag, Alarm, CD, Elektrische stoelverstelling, Climate Control, Wind deflector, Airconditioning","https://www.autoscout24.nl/aanbod/audi-a4-cabriolet-2-4-v6-exclusive-airco-cruise-leer-benzine-blauw-293d5378-e70b-4886-b1f4-f6b881ec7d60","Audi","A4","€ 4.950,-","258.386 km","Handgeschakeld","05/2002","Benzine","125 kW (170 PK)","Autobedrijf","Gebruikt","2","4","Voor","04/2023"
"1654879045-372","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Mercedes-Benz S 63 AMG V8 525PK 2008 Lang Wit Dak VOL S 63Parkeerhulp met camera, Traction Control, Spoiler, Sportonderstel, Lederen stuurwiel, Panorama dak, Sportstoelen, Alarm","https://www.autoscout24.nl/aanbod/mercedes-benz-s-63-amg-v8-525pk-2008-lang-wit-dak-vol-s-63-benzine-wit-fc2a22eb-0c22-4c6d-afcc-9cbcbb04aae6","Mercedes-Benz","S 63 AMG","€ 27.950,-","148.139 km","Automatisch","03/2008","Benzine","386 kW (525 PK)","Autobedrijf","Gebruikt","4","5","null","04/2023"
"1654878900-358","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","BMW Z4 Coupé 3.0si Executive | YoungtimerSportstoelen, Stoelverwarming, Navigatiesysteem, Lederen stuurwiel, Xenon verlichting, Stuurbekrachtiging, Bandenspanningscontrolesysteem, Airconditioning","https://www.autoscout24.nl/aanbod/bmw-z4-coupe-3-0si-executive-youngtimer-benzine-blauw-3c3c80ad-1643-4fc1-8087-cd112749b4fa","BMW","Z4","€ 19.900,-","200.148 km","Handgeschakeld","03/2007","Benzine","196 kW (266 PK)","Autobedrijf","Gebruikt","3","2","Achter","Nieuw"
"1654881405-587","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Subaru Impreza Plus 1.6 TS AWD Airco4x4, CD, Elektrische ramen, Centrale deurvergrendeling met afstandsbediening, Stuurbekrachtiging, Getinte ramen, Startonderbreker, Trekhaak","https://www.autoscout24.nl/aanbod/subaru-impreza-plus-1-6-ts-awd-airco-benzine-zwart-a204d559-7216-4dd4-910e-5681e96b1ce5","Subaru","Impreza","€ 2.450,-","284.022 km","Handgeschakeld","10/2004","Benzine","70 kW (95 PK)","Autobedrijf","Gebruikt","5","5","4x4","02/2023"
"1654880249-482","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","Porsche 997 3.8 Turbo Schuif/kanteldak Terracotta interieurAlarm, 4x4, Centrale deurvergrendeling met afstandsbediening, Zij-airbags, Navigatiesysteem, Climate Control, Lederen stuurwiel, Airconditioning","https://www.autoscout24.nl/aanbod/porsche-997-3-8-turbo-schuif-kanteldak-terracotta-interieur-benzine-zwart-e3c81be9-cf64-4900-94aa-9562c78e8175","Porsche","997","€ 81.900,-","119.949 km","Automatisch","05/2010","Benzine","368 kW (500 PK)","Autobedrijf","Gebruikt","2","4","4x4","07/2022"
